feature,family,signal,rationale,availability,provenance,stage,leakage_guard
level__pool__opponent__2yd__closing_speed__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__closest_distance__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__closest_distance__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__ball_distance_advantage__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__ball_distance_advantage__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__heading_alignment__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__heading_alignment__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__age_seconds__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__age_seconds__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__relative_speed__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__relative_speed__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__weight_sum,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__effective_neighbours,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__5yd__dx__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
