feature,family,stage
lag03__dir_cos,history_lags,research
lag04__dir_cos,history_lags,research
lag05__dir_cos,history_lags,research
lag06__dir_cos,history_lags,research
lag07__dir_cos,history_lags,research
lag08__dir_cos,history_lags,research
lag09__dir_cos,history_lags,research
lag10__dir_cos,history_lags,research
lag11__dir_cos,history_lags,research
lag12__dir_cos,history_lags,research
lag13__dir_cos,history_lags,research
lag14__dir_cos,history_lags,research
lag15__dir_cos,history_lags,research
lag16__dir_cos,history_lags,research
lag17__dir_cos,history_lags,research
lag18__dir_cos,history_lags,research
lag19__dir_cos,history_lags,research
w03__dir_cos__mean,history_summaries,research
w03__dir_cos__std,history_summaries,research
w03__dir_cos__min,history_summaries,research
w03__dir_cos__max,history_summaries,research
w03__dir_cos__rms,history_summaries,research
w03__dir_cos__slope,history_summaries,research
w03__dir_cos__change,history_summaries,research
w03__dir_cos__ewmean,history_summaries,research
w05__dir_cos__mean,history_summaries,research
w05__dir_cos__std,history_summaries,research
w05__dir_cos__min,history_summaries,research
w05__dir_cos__max,history_summaries,research
w05__dir_cos__rms,history_summaries,research
w05__dir_cos__slope,history_summaries,research
w05__dir_cos__change,history_summaries,research
w05__dir_cos__ewmean,history_summaries,research
w08__dir_cos__mean,history_summaries,research
w08__dir_cos__std,history_summaries,research
w08__dir_cos__min,history_summaries,research
w08__dir_cos__max,history_summaries,research
w08__dir_cos__rms,history_summaries,research
w08__dir_cos__slope,history_summaries,research
w08__dir_cos__change,history_summaries,research
w08__dir_cos__ewmean,history_summaries,research
w12__dir_cos__mean,history_summaries,research
w12__dir_cos__std,history_summaries,research
w12__dir_cos__min,history_summaries,research
w12__dir_cos__max,history_summaries,research
w12__dir_cos__rms,history_summaries,research
w12__dir_cos__slope,history_summaries,research
w12__dir_cos__change,history_summaries,research
w12__dir_cos__ewmean,history_summaries,research
w20__dir_cos__mean,history_summaries,research
w20__dir_cos__std,history_summaries,research
w20__dir_cos__min,history_summaries,research
w20__dir_cos__max,history_summaries,research
w20__dir_cos__rms,history_summaries,research
w20__dir_cos__slope,history_summaries,research
w20__dir_cos__change,history_summaries,research
w20__dir_cos__ewmean,history_summaries,research
w30__dir_cos__mean,history_summaries,research
w30__dir_cos__std,history_summaries,research
w30__dir_cos__min,history_summaries,research
w30__dir_cos__max,history_summaries,research
w30__dir_cos__rms,history_summaries,research
w30__dir_cos__slope,history_summaries,research
w30__dir_cos__change,history_summaries,research
w30__dir_cos__ewmean,history_summaries,research
w40__dir_cos__mean,history_summaries,research
w40__dir_cos__std,history_summaries,research
w40__dir_cos__min,history_summaries,research
w40__dir_cos__max,history_summaries,research
w40__dir_cos__rms,history_summaries,research
w40__dir_cos__slope,history_summaries,research
w40__dir_cos__change,history_summaries,research
w40__dir_cos__ewmean,history_summaries,research
lag00__o_sin,history_lags,research
lag01__o_sin,history_lags,research
lag02__o_sin,history_lags,research
lag03__o_sin,history_lags,research
lag04__o_sin,history_lags,research
lag05__o_sin,history_lags,research
lag06__o_sin,history_lags,research
lag07__o_sin,history_lags,research
lag08__o_sin,history_lags,research
lag09__o_sin,history_lags,research
lag10__o_sin,history_lags,research
lag11__o_sin,history_lags,research
lag12__o_sin,history_lags,research
lag13__o_sin,history_lags,research
lag14__o_sin,history_lags,research
lag15__o_sin,history_lags,research
lag16__o_sin,history_lags,research
lag17__o_sin,history_lags,research
lag18__o_sin,history_lags,research
lag19__o_sin,history_lags,research
w03__o_sin__mean,history_summaries,research
w03__o_sin__std,history_summaries,research
w03__o_sin__min,history_summaries,research
w03__o_sin__max,history_summaries,research
w03__o_sin__rms,history_summaries,research
w03__o_sin__slope,history_summaries,research
w03__o_sin__change,history_summaries,research
w03__o_sin__ewmean,history_summaries,research
w05__o_sin__mean,history_summaries,research
w05__o_sin__std,history_summaries,research
w05__o_sin__min,history_summaries,research
w05__o_sin__max,history_summaries,research
w05__o_sin__rms,history_summaries,research
w05__o_sin__slope,history_summaries,research
w05__o_sin__change,history_summaries,research
w05__o_sin__ewmean,history_summaries,research
w08__o_sin__mean,history_summaries,research
w08__o_sin__std,history_summaries,research
w08__o_sin__min,history_summaries,research
w08__o_sin__max,history_summaries,research
w08__o_sin__rms,history_summaries,research
w08__o_sin__slope,history_summaries,research
w08__o_sin__change,history_summaries,research
w08__o_sin__ewmean,history_summaries,research
w12__o_sin__mean,history_summaries,research
w12__o_sin__std,history_summaries,research
w12__o_sin__min,history_summaries,research
w12__o_sin__max,history_summaries,research
w12__o_sin__rms,history_summaries,research
w12__o_sin__slope,history_summaries,research
w12__o_sin__change,history_summaries,research
w12__o_sin__ewmean,history_summaries,research
w20__o_sin__mean,history_summaries,research
w20__o_sin__std,history_summaries,research
w20__o_sin__min,history_summaries,research
w20__o_sin__max,history_summaries,research
w20__o_sin__rms,history_summaries,research
w20__o_sin__slope,history_summaries,research
w20__o_sin__change,history_summaries,research
w20__o_sin__ewmean,history_summaries,research
w30__o_sin__mean,history_summaries,research
w30__o_sin__std,history_summaries,research
w30__o_sin__min,history_summaries,research
w30__o_sin__max,history_summaries,research
w30__o_sin__rms,history_summaries,research
w30__o_sin__slope,history_summaries,research
w30__o_sin__change,history_summaries,research
w30__o_sin__ewmean,history_summaries,research
w40__o_sin__mean,history_summaries,research
w40__o_sin__std,history_summaries,research
w40__o_sin__min,history_summaries,research
w40__o_sin__max,history_summaries,research
w40__o_sin__rms,history_summaries,research
w40__o_sin__slope,history_summaries,research
w40__o_sin__change,history_summaries,research
w40__o_sin__ewmean,history_summaries,research
lag00__o_cos,history_lags,research
lag01__o_cos,history_lags,research
lag02__o_cos,history_lags,research
lag03__o_cos,history_lags,research
lag04__o_cos,history_lags,research
lag05__o_cos,history_lags,research
lag06__o_cos,history_lags,research
lag07__o_cos,history_lags,research
lag08__o_cos,history_lags,research
lag09__o_cos,history_lags,research
lag10__o_cos,history_lags,research
lag11__o_cos,history_lags,research
lag12__o_cos,history_lags,research
lag13__o_cos,history_lags,research
lag14__o_cos,history_lags,research
lag15__o_cos,history_lags,research
lag16__o_cos,history_lags,research
lag17__o_cos,history_lags,research
lag18__o_cos,history_lags,research
lag19__o_cos,history_lags,research
w03__o_cos__mean,history_summaries,research
w03__o_cos__std,history_summaries,research
w03__o_cos__min,history_summaries,research
w03__o_cos__max,history_summaries,research
w03__o_cos__rms,history_summaries,research
w03__o_cos__slope,history_summaries,research
w03__o_cos__change,history_summaries,research
w03__o_cos__ewmean,history_summaries,research
w05__o_cos__mean,history_summaries,research
w05__o_cos__std,history_summaries,research
w05__o_cos__min,history_summaries,research
w05__o_cos__max,history_summaries,research
w05__o_cos__rms,history_summaries,research
w05__o_cos__slope,history_summaries,research
w05__o_cos__change,history_summaries,research
w05__o_cos__ewmean,history_summaries,research
w08__o_cos__mean,history_summaries,research
w08__o_cos__std,history_summaries,research
w08__o_cos__min,history_summaries,research
w08__o_cos__max,history_summaries,research
w08__o_cos__rms,history_summaries,research
w08__o_cos__slope,history_summaries,research
w08__o_cos__change,history_summaries,research
w08__o_cos__ewmean,history_summaries,research
w12__o_cos__mean,history_summaries,research
w12__o_cos__std,history_summaries,research
w12__o_cos__min,history_summaries,research
w12__o_cos__max,history_summaries,research
w12__o_cos__rms,history_summaries,research
w12__o_cos__slope,history_summaries,research
w12__o_cos__change,history_summaries,research
w12__o_cos__ewmean,history_summaries,research
w20__o_cos__mean,history_summaries,research
w20__o_cos__std,history_summaries,research
w20__o_cos__min,history_summaries,research
w20__o_cos__max,history_summaries,research
w20__o_cos__rms,history_summaries,research
w20__o_cos__slope,history_summaries,research
w20__o_cos__change,history_summaries,research
w20__o_cos__ewmean,history_summaries,research
w30__o_cos__mean,history_summaries,research
w30__o_cos__std,history_summaries,research
w30__o_cos__min,history_summaries,research
w30__o_cos__max,history_summaries,research
w30__o_cos__rms,history_summaries,research
w30__o_cos__slope,history_summaries,research
w30__o_cos__change,history_summaries,research
w30__o_cos__ewmean,history_summaries,research
w40__o_cos__mean,history_summaries,research
w40__o_cos__std,history_summaries,research
w40__o_cos__min,history_summaries,research
w40__o_cos__max,history_summaries,research
w40__o_cos__rms,history_summaries,research
w40__o_cos__slope,history_summaries,research
w40__o_cos__change,history_summaries,research
w40__o_cos__ewmean,history_summaries,research
lag00__orientation_alignment,history_lags,research
lag01__orientation_alignment,history_lags,research
lag02__orientation_alignment,history_lags,research
lag03__orientation_alignment,history_lags,research
lag04__orientation_alignment,history_lags,research
lag05__orientation_alignment,history_lags,research
lag06__orientation_alignment,history_lags,research
lag07__orientation_alignment,history_lags,research
lag08__orientation_alignment,history_lags,research
lag09__orientation_alignment,history_lags,research
